pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
CoRoT-21 b,2.72474000,0.041600,14.572,1.300,705.58260,2.22000,0.390000,,6200.00,1.95,1.29,0.000,
CoRoT-22 b,9.75598000,0.092000,4.880,0.435,12.20000,0.03800,0.077000,885,5939.00,1.14,1.10,0.170,4.36
CoRoT-23 b,3.63130000,0.048090,13.227,1.180,972.55980,3.06000,,1710,5900.00,1.74,1.12,0.050,4.01
CoRoT-23 b,3.63130000,0.048400,11.769,1.050,982.09470,3.09000,0.160000,,5900.00,1.61,1.14,0.050,
CoRoT-23 b,3.63130000,0.048000,11.770,1.050,889.90000,2.80000,0.160000,1660,5900.00,1.61,1.14,0.050,4.30
CoRoT-24 b,5.11340000,0.056000,3.700,0.330,5.70000,0.01800,0.000000,1070,4950.00,0.86,0.91,0.300,4.55
CoRoT-24 c,11.75900000,0.098000,5.000,0.440,28.00000,0.08800,0.000000,850,4950.00,0.86,0.91,0.300,4.55
CoRoT-25 b,4.86069000,0.057800,12.110,1.080,85.81000,0.27000,0.000000,1330,6040.00,1.19,1.09,-0.010,4.31
CoRoT-25 b,4.86069000,0.057890,12.106,1.080,93.12419,0.29300,0.220000,,6040.00,1.19,1.09,0.010,
CoRoT-26 b,4.20474000,0.052500,14.123,1.260,184.34140,0.58000,0.410000,,5590.00,1.79,1.09,0.010,
CoRoT-26 b,4.20474000,0.052600,14.120,1.260,165.26000,0.52000,0.000000,1600,5590.00,1.79,1.09,0.010,3.99
CoRoT-27 b,3.57532000,0.047600,11.287,1.007,3302.11000,10.39000,0.065000,1500,5900.00,1.08,1.05,-0.100,4.40
CoRoT-27 b,3.57532000,0.046700,11.287,1.007,3273.64900,10.30000,0.034000,,5900.00,1.08,1.05,0.100,
CoRoT-28 b,5.20851000,0.059000,10.705,0.955,152.87623,0.48100,0.071000,,5150.00,1.78,1.01,0.150,
CoRoT-28 b,5.20851000,0.060300,10.705,0.955,153.82972,0.48400,0.047000,,5150.00,1.78,1.01,0.150,3.60
CoRoT-29 b,2.85056150,,,,,,,,5268.00,1.08,0.90,,4.33
CoRoT-29 b,2.85057000,0.038600,10.088,0.900,270.15550,0.85000,0.082000,,5260.00,0.90,0.97,0.200,4.30
CoRoT-29 b,2.85057000,0.039000,10.088,0.900,266.97720,0.84000,0.120000,,5260.00,0.90,0.97,0.200,
CoRoT-3 b,4.25679940,0.056940,11.135,0.993,6747.53090,21.23000,0.008000,,,1.54,1.36,,
CoRoT-3 b,4.25679940,0.057400,11.321,1.010,6814.27520,21.44000,0.016000,,6740.00,1.56,1.37,0.020,
CoRoT-3 b,4.25680000,,11.320,1.010,6883.91000,21.66000,0.000000,,6740.00,1.56,1.37,,4.22
CoRoT-3 b,,,,,,,,,6558.00,1.44,1.41,0.140,4.25
CoRoT-3 b,4.25679940,0.057830,11.624,1.037,6979.54680,21.96000,,1695,6740.00,1.57,1.40,-0.020,4.19
CoRoT-30 b,9.06005000,0.084400,11.310,1.009,921.70700,2.90000,0.007000,,5650.00,0.91,0.98,0.020,4.40
CoRoT-31 b,4.62941000,0.058600,16.365,1.460,266.97720,0.84000,0.020000,,5700.00,2.15,1.25,0.000,3.85
CoRoT-4 b,9.20205000,0.091200,13.002,1.160,232.33373,0.73100,,1058,6190.00,1.15,1.19,0.050,4.40
CoRoT-4 b,9.20205000,0.090000,13.340,1.190,228.83000,0.72000,0.000000,1074,6190.00,1.17,1.16,,4.41
CoRoT-4 b,9.20205000,0.090250,13.339,1.190,223.43449,0.70300,0.140000,,6190.00,1.17,1.16,0.050,
CoRoT-5 b,4.03789620,0.050040,13.249,1.182,149.38010,0.47000,,1348,6100.00,1.05,1.02,-0.250,4.41
CoRoT-5 b,4.03789620,0.049630,15.558,1.388,151.92274,0.47800,0.087000,,6100.00,1.19,1.00,0.250,
CoRoT-5 b,4.03791560,0.049500,14.079,1.256,145.88397,0.45900,,1397,,1.11,0.99,,4.34
CoRoT-5 b,4.03789620,0.049470,15.558,1.388,148.42000,0.46700,0.090000,1438,6100.00,1.19,1.00,-0.250,4.19
CoRoT-6 b,8.88659300,0.085500,13.283,1.185,940.77680,2.96000,,1025,6090.00,1.04,1.05,-0.200,4.42
CoRoT-6 b,8.88659300,0.085500,13.068,1.166,940.74000,2.96000,0.100000,1017,6090.00,1.02,1.05,-0.200,4.43
CoRoT-6 b,8.88659300,0.085400,13.070,1.166,937.59850,2.95000,0.180000,,6090.00,1.02,1.05,0.200,
CoRoT-7 b,0.85358500,0.016900,1.861,0.166,6.99226,0.02200,,1910,5250.00,0.96,0.88,0.120,4.42
CoRoT-7 b,0.85358500,0.017200,1.680,0.150,21.00000,0.06600,,,5275.00,0.87,0.93,0.030,4.50
CoRoT-7 b,0.85359163,,1.681,0.150,4.07661,0.01283,0.000000,,5275.00,0.83,0.82,0.050,4.50
CoRoT-7 b,0.85359159,0.017016,1.585,0.141,5.74000,0.01800,0.000000,1756,5259.00,0.82,0.91,0.138,4.57
CoRoT-7 b,0.85358500,0.017000,,,4.80000,0.01510,0.000000,,5256.00,0.86,0.90,0.060,4.52
CoRoT-7 b,0.85359165,0.017000,,,4.73000,0.01500,0.120000,,5256.00,0.86,0.90,0.060,4.52
CoRoT-7 b,0.85400000,,1.580,0.141,4.60000,0.01447,,,5313.00,0.84,0.88,0.030,4.54
CoRoT-7 c,3.70000000,0.045000,,,13.56000,0.04300,0.120000,,5256.00,0.86,0.90,0.060,4.52
CoRoT-7 c,3.69800000,0.046000,,,8.40000,0.02643,0.000000,,5256.00,0.86,0.90,0.060,4.52
CoRoT-8 b,6.21229000,0.063000,6.390,0.570,69.92000,0.22000,0.000000,,5080.00,0.77,0.88,0.300,4.58
CoRoT-8 b,6.21238100,0.063390,6.389,0.570,69.28694,0.21800,0.190000,,5080.00,0.77,0.88,0.300,
CoRoT-8 b,6.21229000,0.063300,7.981,0.712,68.65128,0.21600,,922,5080.00,0.90,0.88,0.310,4.47
CoRoT-8 b,6.21244500,0.063600,6.938,0.619,69.28694,0.21800,,870,,0.80,0.89,,4.58
CoRoT-9 b,95.27265600,0.402100,11.949,1.066,266.97720,0.84000,0.133000,420,5625.00,0.96,0.96,-0.010,4.54
CoRoT-9 b,95.27265600,0.402900,11.949,1.066,268.88418,0.84600,0.134000,,5625.00,0.96,0.96,0.010,
CoRoT-9 b,95.27380000,0.407000,11.770,1.050,266.97000,0.84000,0.110000,,5625.00,0.94,0.99,-0.010,4.54
CoRoT-9 b,95.27380000,0.402700,11.624,1.037,262.52758,0.82600,,413,5625.00,0.94,0.96,-0.010,4.48
CoRoTID 223977153 b,6.71837000,0.071000,6.389,0.570,47.67450,0.15000,,938,5970.00,0.79,1.08,0.000,4.67
CoRoTID 223977153 b,6.71836780,,,,,,,,5970.00,0.79,1.08,0.000,4.67
DE CVn b,4098.10000000,5.750000,,,3823.27330,12.02930,0.000000,,,,0.51,,
DENIS-P J082303.1-491201 b,246.36000000,0.360000,,,9057.77000,28.50000,0.345000,,,,0.07,,
DH Tau b,,330.000000,,,3496.00000,11.00000,,,,0.27,0.33,,
DH Tau b,,,30.264,2.700,3496.13000,11.00000,,2200,4371.00,1.37,0.68,,4.00
DMPP-1 b,18.57000000,0.146200,,,24.27000,0.07636,0.083000,877,6196.00,1.26,1.21,,4.41
DMPP-1 c,6.58400000,0.073300,,,9.60000,0.03020,0.057000,1239,6196.00,1.26,1.21,,4.41
DMPP-1 d,2.88200000,0.042200,,,3.35000,0.01054,0.070000,1632,6196.00,1.26,1.21,,4.41
DMPP-1 e,5.51600000,0.065100,,,4.13000,0.01299,0.070000,1314,6196.00,1.26,1.21,,4.41
DMPP-2 b,5.20720000,0.066400,,,138.89171,0.43700,0.078000,1000,6500.00,1.78,1.44,,4.10
DMPP-3 A b,6.67360000,0.066200,,,2.58000,0.00812,0.000000,854,,,,,
DMPP-3 A b,6.67320000,0.066200,,,2.58000,0.00812,0.140000,854,5138.00,0.91,0.87,0.180,4.30
DP Leo b,8693.00000000,8.600000,,,1995.88832,6.28000,,,,,,,
DP Leo b,10220.00000000,8.190000,,,1922.79000,6.05000,0.390000,,,,0.69,,
DS Tuc A b,8.13870000,,5.630,0.500,413.17900,1.30000,,,5542.00,0.87,0.96,-0.080,4.60
DS Tuc A b,8.13826800,,5.700,0.509,,,0.000000,850,5428.00,0.96,1.01,0.000,
DS Tuc A b,8.13822000,,6.955,,,,,966,5414.00,0.95,,,4.44
EPIC 201170410.02,6.79870000,0.034900,1.047,0.093,,,0.000000,,3648.00,0.28,0.29,-0.048,5.00
EPIC 201238110 b,28.16560000,,1.870,0.167,,,,,,,0.41,,
EPIC 201238110 b,28.16960000,,2.200,0.200,,,,,,0.37,,,
EPIC 201427007 b,0.72091000,,1.500,0.134,,,,,5633.00,0.94,,-0.053,4.40
EPIC 201497682 b,2.13174000,,0.692,0.062,,,,,,,0.78,,
EPIC 201595106 b,0.87703000,,1.200,0.110,,,,1874,5711.17,0.99,1.02,0.018,4.45
EPIC 201595106 b,0.87718300,,1.406,0.130,,,,,5705.00,0.93,,-0.010,4.48
EPIC 201595106 b,0.87721400,,1.300,0.116,,,,,5820.00,0.93,,-0.010,4.60
EPIC 201615463 c,3.80464000,,1.220,0.109,,,,,,,1.07,,
EPIC 201754305 d,2.71578000,,1.030,0.092,,,,,,,0.67,,
EPIC 201757695.02,2.04780000,0.029600,0.908,0.081,,,0.000000,,4520.00,0.66,0.73,-0.003,4.66
EPIC 201833600 c,3.96165000,,1.480,0.132,,,,,,0.63,,,
EPIC 201833600 c,3.96151000,,1.000,0.089,,,,,,,0.61,,
EPIC 201841433 b,4.16888000,,1.410,0.126,,,,,,0.63,,,
EPIC 201841433 b,4.16959000,,1.100,0.098,,,,,,,0.80,,
EPIC 201841433 b,4.16980000,0.035000,1.040,0.093,,,,,5053.00,0.63,0.80,0.000,4.59
EPIC 205950854 c,8.04680000,,1.180,0.105,,,,,,,0.91,,
EPIC 205950854 c,8.05160000,,1.620,0.145,,,,,,0.90,,,
EPIC 205950854 c,8.05072200,,1.310,0.117,,,,961,5502.70,0.83,0.88,,
EPIC 206024342 b,4.50756000,,1.700,0.152,,,,,,,0.93,,
EPIC 206024342 b,4.50717000,,1.440,0.128,,,,,,0.82,,,
EPIC 206024342 c,0.91165670,,1.350,0.120,,,,,5648.00,0.94,,,
EPIC 206024342 c,0.91172400,,1.400,0.125,,,,,5724.00,1.10,,-0.220,4.50
EPIC 206024342 c,0.91161800,,1.160,0.103,,,,,,0.82,,,
EPIC 206024342 d,14.64350000,,2.520,0.225,,,,,,0.82,,,
EPIC 206024342 d,14.63700000,,4.000,0.360,,,,,6438.00,1.50,,,4.20
EPIC 206024342 d,14.64753100,,2.600,0.232,,,,,5724.00,1.10,,-0.220,4.50
EPIC 206024342 d,14.64154100,,2.940,0.262,,,,,5648.00,0.94,,,
EPIC 206032309 b,2.87814000,,1.010,0.090,,,,,,,0.22,,
EPIC 206042996 b,5.29853000,,3.320,0.296,,,,,,0.67,,,
EPIC 206042996 b,5.29711000,,1.620,0.145,,,,,,,0.56,,
EPIC 206042996 b,5.29860000,,1.700,0.152,,,,,4114.00,0.50,,0.006,4.80
EPIC 206042996 c,0.35488400,,1.200,0.107,,,,,4114.00,0.50,,0.006,4.80
EPIC 206042996 c,0.35490972,,1.450,0.129,,,,,3893.00,0.57,,,
EPIC 206215704 b,2.25372000,,0.900,0.080,,,,,,,0.41,,
EPIC 206215704 b,2.25558000,,2.000,0.200,,,,,,0.37,,,
EPIC 206215704 b,2.25543600,,1.000,0.089,,,,,3297.00,0.25,,-0.330,4.90
EPIC 206317286 b,1.58252000,,0.960,0.086,,,,,,,0.71,,
EPIC 206317286 b,1.58316000,,1.220,0.109,,,,,,0.67,,,
EPIC 206317286 c,17.51250000,,2.150,0.192,,,,,,0.67,,,
EPIC 206317286 c,17.50166200,,2.630,0.235,,,,,4749.00,0.73,,,
EPIC 206317286 c,17.51547200,,2.094,0.187,,,,,4752.00,0.76,0.83,0.019,4.60
EPIC 211822797 b,21.16860000,,2.180,0.194,,,,,,0.64,,,
EPIC 211822797 b,21.17623917,,,,,,,,3811.00,0.60,0.59,,4.65
EPIC 211822797 b,21.16986100,0.131000,1.980,0.177,,,0.060000,,4148.21,0.57,0.66,,
EPIC 211822797 b,21.16961900,,2.200,0.196,,,0.180000,,3880.00,0.59,0.61,0.140,
EPIC 211822797 b,21.17019630,0.119500,1.920,0.171,,,,431,4057.00,0.58,0.62,0.200,4.70
EPIC 211822797 b,21.15950000,,,,,,,,3811.00,0.60,0.59,,4.65
EPIC 211945201 b,19.49213000,0.148000,6.120,0.546,27.00000,0.08495,0.000000,886,6025.00,1.38,1.18,0.100,4.25
EPIC 211945201 b,19.49221000,0.149300,5.760,0.514,,,,817,6069.00,1.39,1.17,0.100,4.22
EPIC 211945201 b,19.49100000,,,,,,,,6128.00,1.36,1.16,,4.23
EPIC 211945201 b,19.50735025,,,,,,,,6128.00,1.36,1.16,,4.23
EPIC 211945201 b,19.49179500,,5.847,0.520,,,,,6046.00,1.41,,0.050,4.14
EPIC 211945201 b,19.49183000,,5.960,0.532,,,,,,1.40,,,
EPIC 211945201 b,19.49213200,,6.000,0.540,,,,,,1.48,,,
EPIC 211945201 b,19.49196500,,6.800,0.610,,,,,6320.00,1.49,,,4.22
EPIC 212297394 b,2.28896000,,1.830,0.163,,,,,,0.75,,,
EPIC 212297394 b,2.28936300,,1.480,0.132,,,,1149,5171.00,0.80,0.83,-0.030,4.55
EPIC 212297394 b,2.28943000,,1.323,0.118,,,,,,,0.83,,
EPIC 212297394 c,5.21396500,,2.270,0.203,,,,866,5171.00,0.80,0.83,-0.030,4.55
EPIC 212297394 c,5.21300000,,,,,,,,5008.00,0.78,0.83,,4.58
EPIC 212297394 c,5.21378000,,2.290,0.204,,,,,,0.75,,,
EPIC 212424622 b,18.09830000,,2.170,0.194,,,,,,,1.11,,
EPIC 212424622 b,18.09710000,,2.210,0.197,,,,,,1.22,,,
EPIC 212499991 b,34.88500000,,1.600,0.143,,,,,,,0.91,,
EPIC 212587672 b,15.28410000,,1.120,0.100,,,,,,,0.95,,
EPIC 212587672 b,15.28410000,,1.390,0.124,,,,,,0.98,,,
EPIC 212587672 b,15.28078000,,1.260,0.112,,,,756,6004.00,0.98,0.99,-0.180,4.45
EPIC 212587672 c,23.24110566,,,,,,,,6055.00,0.95,1.13,,4.54
EPIC 212587672 c,23.22600000,,,,,,,,6055.00,0.95,1.13,,4.54
EPIC 212587672 c,23.22600100,,2.245,0.200,,,,,5928.00,0.95,,-0.210,4.49
EPIC 212587672 c,23.22855500,,2.320,0.207,,,,658,6004.00,0.98,0.99,-0.180,4.45
EPIC 212587672 c,23.22600000,,2.300,0.210,,,,,,0.95,,,
EPIC 212587672 c,23.22590000,,2.310,0.206,,,,,,0.98,,,
EPIC 212624936 b,0.57865700,,1.200,0.107,,,,,5765.00,0.93,,-0.390,4.40
EPIC 212624936 c,11.81143700,,2.300,0.205,,,,,5765.00,0.93,,-0.390,4.40
EPIC 212624936 c,11.81387000,,2.670,0.238,,,,,,0.95,,,
EPIC 212737443 b,13.60300000,0.098000,2.586,0.231,,,0.200000,536,4684.00,0.67,0.69,-0.137,4.62
EPIC 212737443 b,13.60300000,,,,,,,,4581.00,0.67,0.72,,4.65
EPIC 212737443 b,13.60697954,,,,,,,,4581.00,0.67,0.72,,4.65
EPIC 212737443 c,65.55000000,0.280000,2.690,0.240,,,0.200000,316,4684.00,0.67,0.69,-0.137,4.62
EPIC 220492298 b,0.76240600,,0.990,0.088,,,,,5620.00,0.89,,0.280,4.50
EPIC 220554210 c,0.70531000,,1.600,0.143,,,,,5499.00,1.00,,-0.230,4.50
EPIC 220554210 c,0.70538600,,1.730,0.154,,,,,,1.01,,,
EPIC 220554210 c,0.70531000,,1.480,0.132,,,,,,,0.94,,
EPIC 220674823 b,0.57130800,,1.460,0.130,,,0.000000,,5590.00,0.83,0.93,0.025,4.56
EPIC 220674823 b,0.57100000,,1.712,0.153,7.72000,0.02429,,,5496.00,0.98,0.90,0.060,4.42
EPIC 220674823 b,0.57133600,0.013120,1.820,0.162,9.00000,0.02832,,2063,5496.00,0.95,0.92,0.060,4.42
EPIC 220674823 b,0.57129200,0.011600,1.520,0.136,8.36000,0.02630,0.000000,2333,5470.00,0.87,0.94,-0.025,4.53
EPIC 220674823 b,0.57121200,,1.600,0.143,,,,,5613.00,0.95,,0.010,4.60
EPIC 220674823 b,0.57133600,,1.800,0.160,,,,,,0.97,,,
EPIC 220674823 b,0.57129900,,1.669,0.149,,,,,5590.00,0.91,0.97,0.080,4.54
EPIC 220674823 b,0.57133100,0.013400,1.820,0.162,,,,2119,5617.00,0.98,0.97,0.130,4.45
EPIC 220674823 b,0.57128500,,1.816,0.162,,,,,,1.02,,,
EPIC 220674823 c,13.33974600,,2.705,0.241,,,,,5590.00,0.91,0.97,0.080,4.54
EPIC 220674823 c,13.33870000,0.107100,2.770,0.247,5.70000,0.01793,,722,5496.00,0.95,0.92,0.060,4.42
EPIC 220674823 c,13.34124500,,2.530,0.226,,,0.000000,,5590.00,0.83,0.93,0.025,4.56
EPIC 220674823 c,13.33970000,0.105000,2.500,0.223,5.80000,0.01825,0.180000,774,5470.00,0.87,0.94,-0.025,4.53
EPIC 220674823 c,13.33868700,,2.800,0.250,,,,,,0.97,,,
EPIC 220674823 c,13.33907900,0.109100,2.730,0.244,,,,741,5617.00,0.98,0.97,0.130,4.45
EPIC 220674823 c,13.33877000,,3.790,0.338,,,,,,1.02,,,
EPIC 220674823 c,13.33461500,,2.200,0.196,,,,,5613.00,0.95,,0.010,4.60
EPIC 228836835 b,0.72811300,,1.100,0.098,,,,,3782.00,0.32,,-0.180,5.00
EPIC 228836835 b,0.72813000,,1.270,0.113,,,,932,3506.00,0.42,0.42,,4.80
EPIC 246851721 b,6.18023500,0.072290,11.781,1.051,953.49000,3.00000,,1401,6202.00,1.59,1.32,0.141,4.16
EPIC 248847494 b,3650.00000000,4.500000,12.442,1.110,4131.79000,13.00000,0.000000,183,4898.00,2.70,0.90,-0.230,3.52
EPIC 249893012 b,3.59510000,0.047000,1.950,0.174,8.75000,0.02753,0.060000,1616,5430.00,1.71,1.05,0.200,3.99
EPIC 249893012 c,15.62400000,0.130000,3.670,0.327,14.67000,0.04616,0.070000,990,5430.00,1.71,1.05,0.200,3.99
EPIC 249893012 d,35.74700000,0.220000,3.940,0.352,10.18000,0.03203,0.150000,752,5430.00,1.71,1.05,0.200,3.99
FU Tau b,,800.000000,,,5085.28000,16.00000,,2375,2838.00,,0.05,,
G 264-012 b,2.30538000,0.022790,,,2.50000,0.00787,,587,3326.00,0.30,0.30,0.100,4.85
G 264-012 c,8.05180000,0.052500,,,3.75000,0.01180,,387,3326.00,0.30,0.30,0.100,4.85
G 9-40 b,5.74600700,0.038500,2.025,0.181,,,0.000000,456,3348.00,0.31,0.29,0.040,4.93
G 9-40 b,5.74591200,,,,,,,,3390.00,0.31,,,4.94
GJ 1061 b,3.20400000,0.021000,,,1.37000,0.00431,0.310000,,2953.00,0.16,0.12,-0.080,
GJ 1061 c,6.68900000,0.035000,,,1.74000,0.00547,0.290000,,2953.00,0.16,0.12,-0.080,
GJ 1061 d,13.03100000,0.054000,,,1.64000,0.00516,0.530000,,2953.00,0.16,0.12,-0.080,
GJ 1132 b,,,,,1.58000,0.00497,,,,,,,
GJ 1132 b,1.62893100,0.015300,1.130,0.101,1.66000,0.00522,0.220000,529,3270.00,0.21,0.18,,
GJ 1132 b,1.62893000,,1.160,0.103,1.62000,0.00510,0.000000,409,3270.00,0.21,0.18,-0.120,
GJ 1132 b,1.62892870,0.015330,1.430,0.128,1.63000,0.00513,,644,,0.26,0.18,,4.88
GJ 1132 c,8.92900000,0.047600,,,2.64000,0.00831,0.270000,300,3270.00,0.21,0.18,,
GJ 1148 b,41.37500000,0.168600,,,107.74383,0.33900,0.366000,,3357.57,0.37,0.37,0.160,4.88
GJ 1148 b,41.39700000,0.163506,,,94.70940,0.29800,0.314000,,3287.00,0.36,0.34,,4.87
GJ 1148 b,41.38000000,0.166000,,,96.70000,0.30425,0.380000,,3287.00,0.36,0.34,,4.87
GJ 1148 c,535.90000000,0.930200,,,82.63539,0.26000,0.270000,,3357.57,0.37,0.37,0.160,4.88
GJ 1148 c,532.58000000,0.912000,,,68.06000,0.21414,0.342000,,3287.00,0.36,0.34,,4.87
GJ 1214 b,1.58040481,,,,,,,,3000.00,,,,5.00
GJ 1214 b,1.58040456,0.014110,2.847,0.254,6.26125,0.01970,,,3026.00,0.22,0.15,0.390,4.94
GJ 1214 b,1.58040482,,2.650,0.236,6.45000,0.02000,,,3170.00,0.18,0.16,0.000,5.12
GJ 1214 b,1.58040430,,2.610,0.233,,,,,,0.20,,,
GJ 1214 b,1.58040433,0.014900,2.742,0.245,8.17000,0.02571,0.063000,596,3250.00,0.21,0.18,0.290,5.03
GJ 1214 b,1.58040465,,,,,,0.000000,,3074.00,0.21,0.18,,5.04
GJ 1214 b,1.58040482,,2.270,0.203,6.43000,0.02000,,,,0.21,0.16,,4.99
GJ 1214 b,1.58040417,,,,,,,604,3250.00,0.22,0.18,0.100,4.99
GJ 1214 b,1.58040490,,2.640,0.240,,,,,,0.21,0.16,,
GJ 1214 b,1.58040487,,2.740,0.244,6.37000,0.02004,,547,2949.00,0.21,0.15,,4.94
GJ 1214 b,1.58039250,,2.678,0.239,6.55000,0.02100,0.140000,555,3026.00,0.21,0.16,,4.99
GJ 1214 b,1.58040494,,,,,,0.000000,,3074.00,0.21,0.18,,5.04
GJ 1214 b,1.58040454,,,,,,,,3026.00,0.21,0.16,,4.99
GJ 1214 b,1.58040835,,,,,,,,3074.00,0.21,0.18,,5.04
GJ 1214 b,,,,,,,,,3026.00,0.20,,0.000,5.00
GJ 1214 b,1.58040481,,,,,,,,3026.00,0.21,,0.000,5.00
GJ 1252 b,0.51822400,,1.135,,,,,,3325.00,0.38,,,4.89
GJ 1252 b,0.51823490,0.009160,1.193,0.106,2.09000,0.00658,0.000000,1089,3458.00,0.39,0.38,0.100,
GJ 1252 b,0.51824180,,,,,,,,3458.00,0.39,0.38,0.100,
GJ 1265 b,3.65110000,0.026000,,,7.40000,0.02328,0.040000,,3236.00,0.19,0.18,-0.040,5.09
GJ 143 b,35.58900000,0.193200,,,30.63000,0.09637,0.325000,,,0.73,0.76,,
GJ 143 b,35.61342100,,2.907,,,,,396,4628.53,0.71,,,4.32
GJ 143 b,35.61253000,0.191500,2.610,0.233,22.70000,0.07142,0.188000,422,4640.00,0.69,0.73,0.003,4.61
GJ 15 A b,11.44330000,0.071700,,,5.35000,0.01683,0.000000,550,3567.00,0.39,0.38,-0.320,4.90
GJ 15 A b,11.44070000,0.072000,,,3.03000,0.00953,0.094000,,3607.00,0.38,0.38,-0.340,4.87
GJ 15 A b,11.44320000,0.073200,,,5.43487,0.01710,0.075000,,3742.67,0.38,0.40,-0.391,4.89
GJ 15 A c,7600.00000000,5.400000,,,36.00000,0.11327,0.270000,,3607.00,0.38,0.38,-0.340,4.87
GJ 160.2 b,5.23540000,0.053000,,,10.20000,0.03209,0.060000,,4347.00,,0.69,,
GJ 163 b,8.63182000,0.060700,,,10.60000,0.03335,0.073000,,,,,,
GJ 163 c,25.63058000,0.125400,,,6.80000,0.02140,0.099000,,,,,,
GJ 163 d,603.95116000,1.030400,,,29.40000,0.09250,0.373000,,,,,,
GJ 179 b,2288.00000000,2.410000,,,260.61000,0.82000,0.210000,,3370.00,0.38,0.36,0.300,4.83
GJ 179 b,2333.00000000,2.523000,,,239.00696,0.75200,0.169000,,3411.78,0.38,0.39,0.183,4.87
GJ 180 b,17.13300000,0.092000,,,6.49000,0.02042,0.070000,,,,0.43,,
GJ 180 b,17.38000000,0.103000,,,8.30000,0.02611,0.110000,,3371.00,,0.43,,
GJ 180 c,24.32900000,0.129000,,,6.40000,0.02014,0.090000,,3371.00,,0.43,,
GJ 180 d,106.30000000,0.309000,,,7.56000,0.02379,0.140000,,,,0.43,,
GJ 2056 b,69.97100000,0.283000,,,16.20000,0.05097,0.720000,,,,0.62,,
GJ 229 A c,121.99500000,0.339000,,,7.26800,0.02287,0.190000,,,,0.58,,
GJ 229 b,526.11500000,0.898000,,,8.47800,0.02667,0.100000,,,,0.58,,
GJ 229 b,471.00000000,0.970000,,,32.00000,0.10068,0.100000,,3564.00,,0.58,,
GJ 251 b,14.23800000,0.081800,,,4.00000,0.01259,0.100000,351,3451.00,0.36,0.36,-0.030,4.96
GJ 27.1 b,15.81900000,0.101000,,,13.00000,0.04090,0.080000,,3542.00,,0.53,,
GJ 273 b,18.64980000,0.091101,,,2.89000,0.00909,0.100000,,3382.00,0.29,0.29,0.090,
GJ 273 c,4.72340000,0.036467,,,1.18000,0.00371,0.170000,,3382.00,0.29,0.29,0.090,
GJ 3021 b,133.71000000,0.490000,,,1071.04000,3.37000,0.511000,350,5540.00,0.90,0.90,0.100,4.70
GJ 3082 b,11.94900000,0.079000,,,8.20000,0.02580,0.220000,,,,0.47,,
GJ 3138 b,1.22003000,0.019700,,,1.78000,0.00560,0.190000,,3717.00,0.50,0.68,-0.300,
GJ 3138 c,5.97400000,0.057000,,,4.18000,0.01315,0.110000,,3717.00,0.50,0.68,-0.300,
GJ 3138 d,257.80000000,0.698000,,,10.50000,0.03304,0.320000,,3717.00,0.50,0.68,-0.300,
GJ 317 b,695.36000000,1.180000,,,588.93604,1.85300,0.098000,,3492.73,0.43,0.45,0.301,4.82
GJ 317 b,692.00000000,1.150000,,,794.50000,2.50000,0.110000,,3510.00,,0.42,0.360,
GJ 317 b,695.66000000,1.151000,,,557.10000,1.75282,0.070000,,,,0.42,,
GJ 317 b,692.90000000,0.950000,,,381.40000,1.20000,0.193000,,,,0.26,-0.230,
GJ 317 c,7500.00000000,5.780000,,,531.72692,1.67300,0.250000,,3492.73,0.43,0.45,0.301,4.82
GJ 317 c,6739.32300000,5.230000,,,522.50000,1.64396,0.170000,,,,0.42,,
GJ 317 c,10000.00000000,25.000000,,,635.66000,2.00000,0.810000,,3510.00,,0.42,0.360,
GJ 317 c,5312.00000000,,,,489.45820,1.54000,0.308000,,,,0.24,,
GJ 328 b,4100.00000000,4.500000,,,731.00000,2.30000,0.370000,,3900.00,,0.69,0.000,
GJ 3293 b,30.60000000,0.143400,,,25.72000,0.08100,0.070000,,3466.00,0.40,0.42,0.020,
GJ 3293 b,30.59870000,0.143390,,,23.54000,0.07406,0.060000,,3466.00,0.40,0.42,0.020,
GJ 3293 c,122.61960000,0.361750,,,21.09000,0.06636,0.110000,,3466.00,0.40,0.42,0.020,
GJ 3293 c,123.75000000,0.364000,,,25.72000,0.08100,0.330000,,3466.00,0.40,0.42,0.020,
GJ 3293 d,48.13450000,0.193940,,,7.60000,0.02391,0.120000,,3466.00,0.40,0.42,0.020,
GJ 3293 e,13.25430000,0.082080,,,3.28000,0.01032,0.210000,,3466.00,0.40,0.42,0.020,
GJ 3323 b,5.36360000,0.032820,,,2.02000,0.00636,0.230000,,3159.00,0.12,0.16,-0.270,
GJ 3323 c,40.54000000,0.126400,,,2.31000,0.00727,0.170000,,3159.00,0.12,0.16,-0.270,
GJ 3341 b,14.20700000,0.089000,,,6.60000,0.02080,0.310000,,3526.00,0.44,0.47,-0.090,
GJ 338 B b,24.45000000,0.141000,,,10.27000,0.03231,0.110000,391,4005.00,0.58,0.64,-0.030,4.68
GJ 3470 b,3.33665000,0.035570,4.830,0.431,13.90000,0.04373,,,3600.00,0.57,0.54,0.200,4.66
GJ 3470 b,3.33664900,0.035960,4.320,0.385,14.10000,0.04436,,,,0.53,0.56,,4.74
