TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
219396153,219396153.01,,,,,,,,,PC,,13.6084,0.007,77.83872,-49.357834,7.401,0.036,-25.073,0.038,2458405.1484,.0024,10.24172,0.00049,10.19391,,9345,,0.144,0.011,89.94,.02,.02,.19,.068,.01,24.12,1.72,4.77,1.43,,,,,,,2.53,.52,,,,,,,,,,,220.226,.837,3859,157,4.616,.0118611,.642193,.0193153,2020-08-10 07:20:18,montalto,,29489,"new CTOI, Montalto et al. (2020)"
219421728,219421728.01,,,,,,,,,PC,,11.2065,0.006,79.775135,-48.067712,-5.985,0.041,-1.764,0.05,2458410.6946,.0005,0.67113,0.00001,4.159814,,3824,,0.059,0.001,76.05,.62,.7,.04,.061,.002,2.9,.07,9.54,.73,,,,,,,1.03,.13,,,,,,,,,,,428.898,4.231,6513.5,126.767,4.25284,.0884973,1.43273,.0641835,2020-08-10 07:20:18,montalto,,29492,"new CTOI, Montalto et al. (2020)"
219434595,219434595.01,,,,,,,,,PC,,12.3477,0.006,204.939339,74.663543,-35.366,0.04,20.116,0.028,2458685.765211,.018272,2.996055,0.000112,0.987818,0.002714,909.4,2.5,2.325,0.236,,,.236,.236,,,,,2.359,.167,,,252.5,,1016,,,,.03801,,,,,,,,,,236.097,.8675,4885,125.576,4.54291,.0906032,.791732,.0528669,2022-01-29 15:42:33,spencer,,107634,"From 5 Cycle 2 SPOC sectors"
219466784,219466784.01,2007.01,,,,,,,,PC,,10.199,0.006,209.858415,74.151228,64.23,0.066,-63.374,0.052,2458872.7,.1,0,,1.086279,0.543004,1000,500,9.5,1,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,115.409,.389,5249,124.629,4.48682,.0820144,.895408,.0510955,2020-05-16 03:51:13,eisner,,19148,"PHT candidate. Single transit event."
219508169,219508169.01,2016.01,,,,,,,,PC,,10.408,0.006,246.797267,42.687767,-43.304,0.043,68.696,0.058,2459005.33,.007,6.821,,1.629827,0.217169,1500,200,2.86,0.2,,,,,,,,,3.54,.24,,,,,,,,,.0655,.0029,,,,,,,,,115.834,.352,5175,128.89,4.53541,.0880939,.837198,.0511759,2020-07-31 18:22:40,deen,,29076,"4 transits"
219641816,219641816.01,,,,,,,,,PC,,11.3521,0.006,175.262765,-18.135658,-63.825,0.063,-15.331,0.038,2459296.108,.003,,,3.915703,0.380074,3600,350,4.4,0.3,,,,,,,,,6.3,.45,,,,,,,,,,,,,,,,,,,237.362,2.19,5648,124.725,4.47592,.0777884,.958312,.0476457,2021-05-20 00:01:53,eisner,,97179,"PHT candidate. Single transit event."
219701535,219701535.01,2399.01,,,,,,,,PC,,11.738,0.008,175.472837,-21.796763,3.804,0.064,-1.915,0.038,2458542.233,.0006,5.46968,0.00024,4.334213,,3984,,0.103,0.01,83.76,.95,.94,.12,.073,.032,8.66,1.68,12.83,6.31,,,,,,,.41,.31,,,,,,,,,,,611.359,13.0305,6597,132.359,4.16445,.0882511,1.60971,.0772688,2020-08-10 07:20:18,montalto,,29411,"new CTOI, Montalto et al. (2020)"
219762508,219762508.01,1878.01,,,,,,,,PC,,12.9737,0.007,262.605271,63.123014,4.282,0.057,-2.303,0.053,2458685.802,,3.2347,,4.497737,,4134,,1.205,,,,,,,,,,7.47,,,,,,,,,,,,,,,,,,,,603.015,9.5615,5976,131.488,4.4252,.0809712,1.06446,.053701,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
219766989,219766989.01,2354.01,,,,,,,,PC,,11.9951,0.008,192.32172,-21.333033,-0.794,0.057,-10.736,0.052,2458570.7763,.0016,0.51098,0.00006,3.074812,,2828,,0.048,0.005,51.04,10.02,.95,.05,.054,.021,1.52,.66,9,3.96,,,,,,,.25,.2,,,,,,,,,,,569.651,11.0955,6095,126.007,4.12794,.0783717,1.52586,.0740804,2020-08-10 07:20:18,montalto,,29410,"new CTOI, Montalto et al. (2020)"
219777401,219777401.01,,,,,,,,,PC,,12.4978,0.007,263.823163,61.611408,7.66,0.036,15.213,0.041,2458684.212,,4.6083,,6.060089,,5566,,5.082,,,,,,,,,,6.79,,,,,,,,,,,,,,,,,,,,327.644,2.3185,5431,122.347,4.57422,.0785254,.833273,.0432512,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
219778735,219778735.01,,,,,,,,,PC,,12.1935,0.006,263.786211,65.626426,3.187,0.047,-46.621,0.044,2458716.197114,.006159,7.45724,0.000291,0.991947,0.094355,913.2,86.9,3.579,0.247,,,.122,.122,,,,,2.607,.211,,,112.59,,830,,,,.07231,,,,,,,,,,296.105,2.1785,5385,118.642,4.51831,.0811013,.88115,.0443216,2022-01-29 08:03:46,spencer,,107622,"Potential multi from 10 Y2 SPOC sectors"
219778735,219778735.02,,,,,,,,,PC,,12.1935,0.006,263.786211,65.626426,3.187,0.047,-46.621,0.044,2458718.880955,.010317,14.37609,0.001492,1.408027,0.062866,1296,57.9,5.296,0.362,,,0,,,,,,3.09,.14,,,46.93,,667,,,,.112,,,,,,,,,,296.105,2.1785,5385,118.642,4.51831,.0811013,.88115,.0443216,2022-01-29 08:06:34,spencer,,107622,"Potential multi from 10 Y2 SPOC sectors"
219780464,219780464.01,,,,,,,,,PC,,11.6492,0.006,264.054592,61.232511,-9.843,0.084,17.049,0.092,2458684.3936,,1.0005,,6.325432,,5809,,1.17,,,,,,,,,,9.02,,,,,,,,,,,,,,,,,,,,315.59,4.0385,5744,124.64,4.37952,.0789471,1.08408,.0556684,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
219792161,219792161.01,,,,,,,,,PC,,7.5456,0.006,264.981837,65.002096,-21.852,0.053,106.85,0.068,2458683.57717,,1.441851,,,,,,2.50464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2796,.02035,5011,101.781,4.57245,.0796944,.780455,.0398493,2020-03-13 00:00:55,holstkristiansen,,18082,"small PC, stellar variability"
219821826,219821826.01,2258.01,,,,,,,,PC,,12.2169,0.007,268.029535,62.79094,14.2,0.043,-7.692,0.053,2458691.7322,,9.68,,15.16237,,13868,,2.183,,,,,,,,,,14.32,,,,,,,,,,,,,,,,,,,,455.408,5.3135,5980,128.233,4.38594,.0797047,1.11368,.0540302,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
219854519,219854519.01,4582.01,,,,,,,,PC,,10.5481,0.007,256.860137,68.865626,-20.084,0.04,1.059,0.045,,,31.03,0.1,1.956086,0.32577,1800,300,12,2,,,,,.027,,,,7,2,,,,,,,,,,,,,,,,,,,383.846,3.595,5234,122,,,2.56935,,2021-03-04 12:39:45,grunblatt,tfopwg,94831,"warm Jupiter candidate in ~31d orbit around late-stage subgiant"
219865181,219865181.01,,,,,,,,,PC,,11.83,0.006,258.642615,67.380042,-0.331,0.04,-48.917,0.047,2458683.8128,,1.1178,,1.757056,,1617,,1.18,,,,,,,,,,3.37,,,,,,,,,,,,,,,,,,,,208.401,.9155,5260,125.703,4.62122,.0868104,.768323,.0432814,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
219879302,219879302.01,1884.01,,,,,,,,PC,,12.6183,0.007,261.129456,67.989121,-0.326,0.021,-6.855,0.027,2458684.1812,,6.7818,,10.303514,,9445,,2.345,,,,,,,,,,9.36,,,,,,,,,,,,,,,,,,,,340.55,1.354,5225,130.859,4.49624,.0853221,.882285,.0513769,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
219882262,219882262.01,,,,,,,,,PC,,9.9411,0.007,261.711459,69.908765,-15.718,0.039,23.954,0.053,2458711.7126,,1.0327,,1.03846,,956,,1.318,,,,,,,,,,5.81,,,,,,,,,,,,,,,,,,,,273.569,1.9005,6393,124.114,4.07311,.0882897,1.7222,.0744523,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
219898294,219898294.01,,,,,,,,,PC,,11.7379,0.006,263.464175,69.077415,-16.262,1.427,19.939,1.427,2459406.91,,,,10.813315,0.260608,9910,240,2.867,0.2,,,,,,,,,9.546,.114,,,,,,,,,,,,,,,,,,,206.913,,5079,,,,.877292,,2021-09-13 01:47:36,vogl,,99849,"Found with our in-house single transit finder; Sector 40"
220068921,220068921.01,2369.01,,,,,,,,PC,,12.1227,0.02,83.913807,4.82797,3.399,0.104,-32.39,0.082,2458465.8852,.0022,3.3652,0.00049,7.834643,,7190,,0.141,0.005,85.59,1.13,.55,.09,.084,.001,7.12,.48,11.65,.99,,,,,,,.6,.21,,,,,,,,,,,418.29,8.3105,5713.32,133.145,4.23864,.0906613,1.27062,.0866909,2020-08-10 07:20:18,montalto,,29369,"new CTOI, Montalto et al. (2020)"
220076110,220076110.01,2796.01,,,,,,,,PC,,11.916,0.022,84.152719,0.896279,2.64,0.104,2.629,0.085,2458463.8941,.0007,4.80785,0.00022,10.743134,,9846,,0.066,0.004,87.09,.44,.84,.02,.104,.005,16.54,2.15,15.7,2.41,,,,,,,3.7,1.79,,,,,,,,,,,350.343,5.9195,5449.49,227.688,4.13424,.122267,1.38285,.144874,2020-08-10 07:20:18,montalto,,29362,"new CTOI, Montalto et al. (2020)"
220129325,220129325.01,,,,,,,,,PC,,11.4791,0.006,98.944282,11.638437,-58.132,0.09,-100.855,0.077,2458471.99,,3.88,,0.030314,,27.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.93,2.0815,5640,126.231,4.6813,.0766476,.755756,.0375227,2021-05-17 08:46:22,chiarello,,97089,"Camera 1, CCD 3, Column 1102, Row 977, Sector 6"
220388567,220388567.01,,,,,,,,,PC,,9.1763,0.006,337.301915,-56.869855,-19.903,0.062,2.091,0.071,2458326.2222,,1.829167,,1274.328295,,690779.212350764,,5.53333333333333,,,,,,,,,,172.833047932492,,,,,,,,,,,,,,,,,,,,308.79,4.678,6871,136.629,3.83307,.0906027,2.44959,.103392,2019-06-06 03:40:31,lipponen,,3787,"sector1"
220402290,220402290.01,,,,,,,,,PC,,11.5681,0.006,69.579421,-57.20375,-4.748,0.048,20.516,0.067,2458354.3685,,0.7833333,,21.845944,,19919.784813244,,4.46666666666667,,,,,,,,,,17.1548070517636,,,,,,,,,,,,,,,,,,,,324.216,2.977,5817.04,114.958,4.36524,.0755315,1.11431,.0535478,2019-12-29 08:24:43,lipponen,,8409,"new CTOI"
220402290,220402290.02,,,,,,,,,PC,,11.5681,0.006,69.579421,-57.20375,-4.748,0.048,20.516,0.067,2458354.7561,,0.7222222,,44.094272,,39798.6964508099,,2.4,,,,,,,,,,24.2481126079876,,,,,,,,,,,,,,,,,,,,324.216,2.977,5817.04,114.958,4.36524,.0755315,1.11431,.0535478,2019-12-29 08:24:43,lipponen,,8409,"new CTOI"
220408612,220408612.01,,,,,,,,,PC,,7.7421,0.006,70.477096,-58.020808,66.205,0.063,-11.99,0.083,,,20.427938,,0.163959,0.004343,151,4,3.775,,,,.765,.03,,,,,1.6,.05,,,55.3,7,695,,,,.1493,,,,,,,,,,55.5867,.1267,5545.71,108.146,4.27632,.0694678,1.19258,.0545226,2019-04-06 08:47:36,spencer,,3074,"Marginal PC"
220408612,220408612.02,,,,,,,,,PC,,7.7421,0.006,70.477096,-58.020808,66.205,0.063,-11.99,0.083,2458411.379581,,59.992133,,0.232481,0.005972,214.1,5.5,6.335,,,,.66,.04,,,,,1.91,.11,,,13.15,1.7,485,,,,.30618,.00096,,,,,,,,,55.5867,.1267,5545.71,108.146,4.27632,.0694678,1.19258,.0545226,2019-04-27 11:41:31,spencer,,3074,"Marginal PC"
220417892,220417892.01,,,,,,,,,PC,,12.0969,0.006,71.443605,-58.534071,10.705,0.037,4.237,0.06,2458320.9419,.0006,7.0339,0.00002,10.692695,,9800,,0.072,0.002,86.59,.18,.98,.05,.117,.033,16.55,.69,16.57,5.55,,,,,,,1.73,.27,,,,,,,,,,,456.911,4.4055,5632.98,126.829,4.21235,.0751188,1.29675,.0692286,2020-08-10 07:20:18,montalto,,29512,"new CTOI, Montalto et al. (2020)"
220460087,220460087.01,,,,,,,,,PC,,12.4338,0.006,74.756626,-56.715996,6.272,0.047,24.917,0.053,2458355.994783,,3.270656,,4.403108,,4047.2,,4.0357,,,,.005,,.05787,,,,13.635120794522644,,,,,,,,,,,,,,,,,,,,698.403,12.4175,5993.39,137.299,4.10925,.0861925,1.53146,.0829172,2021-02-08 16:07:01,olmschenk,,94013,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
220474209,220474209.01,,,,,,,,,PC,,10.2897,0.006,75.385121,-59.512553,23.83,2,58.33,2,2458325.8915,,0.98125,,22.250373,,20284.7888947952,,1.6,,,,,,,,,,18.0039872819751,,,,,,,,,,,,,,,,,,,,189.208,,5843,,,,1.1589,,2019-08-02 00:39:26,lipponen,,3787,"sector1"
220474209,220474209.02,,,,,,,,,PC,,10.2897,0.006,75.385121,-59.512553,23.83,2,58.33,2,2458325.4026,,0.9423611,,78.633473,,69863.6631012084,,1.83333333333333,,,,,,,,,,33.4125120014168,,,,,,,,,,,,,,,,,,,,189.208,,5843,,,,1.1589,,2019-08-02 00:39:26,lipponen,,3787,"sector1"
220504798,220504798.01,,,,,,,,,PC,,11.0609,0.006,346.529717,-59.714042,13.406,0.039,-4.031,0.039,2458325.3249,.003,0.55819,0.00011,1.129753,,1040,,0.055,0.009,40.21,16.79,.96,.03,.039,.016,1.26,1.05,11.32,5.21,,,,,,,.12,.24,,,,,,,,,,,559.568,9.016,5636.7,106.388,3.58884,.0759658,2.65837,.127688,2020-08-10 07:20:18,montalto,,29509,"new CTOI, Montalto et al. (2020)"
220523550,220523550.01,,,,,,,,,PC,,11.1117,0.006,42.562613,-65.206962,7.649,0.036,5.839,0.033,2458330.9182,,13.52361,,6639.963033,,997791.920087469,,5.63333333333333,,,,,,,,,,7.58753117786492,,,,,,,,,,,,,,,,,,,,389.304,2.8275,6352.8,105.144,4.23041,.083887,1.42566,.0609422,2019-06-06 03:40:31,lipponen,,3787,"sector1"
220523550,220523550.02,,,,,,,,,PC,,11.1117,0.006,42.562613,-65.206962,7.649,0.036,5.839,0.033,2458337.7558,,13.49514,,3407.941964,,956666.555222275,,5.7,,,,,,,,,,33.6128008555898,,,,,,,,,,,,,,,,,,,,389.304,2.8275,6352.8,105.144,4.23041,.083887,1.42566,.0609422,2019-06-06 03:40:31,lipponen,,3787,"sector1"
220524097,220524097.01,,,,,,,,,PC,,13.6157,0.006,42.467198,-62.723587,7.434,0.036,-47.669,0.035,2458325.970879,,3.961422,,0.086211,,79.4,,2.2223,,,,0,,.00798,,,,.7216884848815751,,,,,,,,,,,,,,,,,,,,449.618,3.897,5221,122,4.64701,,.741696,,2021-02-08 16:07:01,olmschenk,,94014,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
220567625,220567625.01,,,,,,,,,PC,,7.3545,0.006,46.208835,-65.184545,-23.569,0.047,39.189,0.054,2458344.8779,,19.44444,,3323.88051,,953178.233360152,,7,,,,,,,,,,65.9022333030298,,,,,,,,,,,,,,,,,,,,127.784,.4925,6209.74,142.411,3.63177,.0883379,2.76009,.143457,2019-05-12 09:25:49,lipponen,,3542,"firstBulkUpload"
220567625,220567625.02,,,,,,,,,PC,,7.3545,0.006,46.208835,-65.184545,-23.569,0.047,39.189,0.054,2458335.0236,,,,7039.366728,,998471.54270527,,6.33333333333333,,,,,,,,,,11.9070146703838,,,,,,,,,,,,,,,,,,,,127.784,.4925,6209.74,142.411,3.63177,.0883379,2.76009,.143457,2019-05-12 09:25:49,lipponen,,3542,"firstBulkUpload"
220570288,220570288.01,,,,,,,,,PC,,12.455,0.007,46.572866,-64.829361,80.537,0.039,42.254,0.042,2458356.23299093,.06630107777073135,4.442748033666444,0.024937832396820347,1.266736,0.036278,1166.0267790337887,33.4126692014507,1.5964680589305569,,,,.8088503289219833,.09869187178932465,.043261104395778086,.008512292388407384,18.051533885323188,.5701451792312429,2.3565319964994607,.46368417212202395,,,,,,,,,.04191127691073162,.0013237386162240536,,,,,,,,,84.8577,.16245,3673,157,4.73793,.00810027,.499396,.0148446,2021-04-06 14:56:14,feliz,,96003,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
220595524,220595524.01,,,,,,,,,PC,,12.2418,0.006,16.506301,-52.044641,14.635,0.038,13.858,0.04,2458344.281,.0036,10.74085,0.00168,19.027162,,17372,,0.256,0.007,87.13,.4,.63,.03,.127,.002,12.5,.7,28.41,2.1,,,,,,,.32,.07,,,,,,,,,,,813.27,16.9285,5805,137.568,3.83198,.0828966,2.04908,.112862,2020-08-10 07:20:18,montalto,,29502,"new CTOI, Montalto et al. (2020)"
222078568,222078568.01,,,,,,,,,PC,,9.7586,0.006,245.404692,-44.165469,-8.603,0.108,-20.505,0.065,2458646.719,.008,,,4.74416,0.010857,4360,10,3.672,0.48,,,,,,,,,19.969,.023,,,,,,,,,,,,,,,,,,,334.8,6.2025,6232,132.268,3.63323,.0839389,2.76699,.125027,2021-02-02 04:01:39,steuer,,93773,"Found with our in-house single transit finder; Sector 12"
224279805,224279805.01,,,,,,,,,PC,,12.1454,0.006,355.738475,-40.772227,-29.153,0.047,-12.225,0.063,2459105.228,.014,,,7.856515,1.281925,7210,1180,5.808,1.392,,,,,,,,,11.1215,.87567,,,,,,,,,,,,,,,,,,,424.084,8.696,5591.2,123.703,4.27654,.0800525,1.19834,.0662412,2020-11-13 03:44:18,steuer,,51788,"Found with our in-house single transit finder; transit finder output attached under 'Files'"
224299081,224299081.01,5619.01,,,,,,,,PC,,10.7131,0.007,185.504552,55.559548,-58.773,0.044,7.322,0.051,2458727.17445,.0056,21.0589,0.0002,1.051502,0.102064,968,94,4.3,0.2,,,,,.0311,.001,25.4,2.1,4.5,.4,,,,,,,,,,,,,,,,,,,270.633,2.67,5839.47,105.791,4.18228,.0722661,1.37558,.0596759,2022-03-31 12:32:08,eisner,,113460,"PHT candidate. Additional transit events in the FFIs."
224299081,224299081.02,,,,,,,,,PC,,10.7131,0.007,185.504552,55.559548,-58.773,0.044,7.322,0.051,2458714.9386,.002,37.9984,0.0001,3.296953,0.168302,3032,155,6.3,0.1,,,,,.055,.001,38,3,7.98,.7,,,,,,,,,.23,.03,,,,,,,,,270.633,2.67,5839.47,105.791,4.18228,.0722661,1.37558,.0596759,2022-03-31 12:34:43,eisner,,113460,"PHT candidate. Additional transit events in the FFIs."
224307602,224307602.01,,,,,,,,,PC,,8.7093,0.006,233.123184,55.581155,11.781,0.059,-39.539,0.051,2458979.4,.05,0,,0.814608,0.543004,750,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.118,1.096,6658,129.851,3.9824,.085731,1.9994,.0890075,2020-06-22 02:26:33,eisner,,19753,"Planet Hunters TESS candidate. Single transit event."
224327878,224327878.01,,,,,,,,,PC,,10.5651,0.006,251.028112,30.008138,-4.08,0.046,35.522,0.068,2459007.9,.003,0.6701,0.001,2.989888,0.086862,2750,80,1.1,0.2,,,,,.05244,.00077,,,4.45,.06,,,,,,,,,.01438,.00061,,,,,,,,,116.557,.3955,5198,122.757,4.60236,.0839039,.77774,.0439372,2020-07-31 21:34:52,deen,,29079,"34 transits; either full transit or nearly full."
228463329,228463329.01,,,,,,,,,PC,,8.5548,0.006,357.889069,-17.868995,-39.34,0.105,-139.597,0.067,2458371.6318,.0326,,,0.830993,0.004419,765.08,4.07,7.53,2.04,,,,,,,,,2.71,.01,,,,,,,,,,,,,,,,,,,54.2213,.188,5232,120.768,4.48308,.0826271,.895751,.0502462,2021-06-08 09:44:01,steuer,,97562,"Found with our in-house single transit finder"
229043374,229043374.01,,,,,,,,,PC,,10.9428,0.006,330.418552,-32.42979,10.954,0.072,-4.013,0.073,2458325.4147,.0023,3.05572,0.00041,2.68944,,2474,,0.247,0.01,87.59,.84,.17,.14,.046,.005,4.06,.17,13.17,2.33,,,,,,,.14,.03,,,,,,,,,,,635.373,21.489,6255,140.462,3.68711,.0920428,2.62216,.155176,2020-08-10 07:20:18,montalto,,29328,"new CTOI, Montalto et al. (2020)"
229055790,229055790.01,,,,,,,,,PC,,9.1367,0.006,331.965824,-34.023835,31.549,0.066,20.579,0.071,2458337.87,.02,0,0,1.194967,0.217169,1100,200,6.5,1,,,,,,,,,3.8,2,,,,,,,,,,,,,,,,,,,102.625,.527,5865,128.335,4.41331,.0730575,1.05933,.0498492,2020-05-22 03:54:27,eisner,,19232,"PHT candidate. Single transit event."
229076808,229076808.01,,,,,,,,,PC,,10.5259,0.006,63.152503,-19.24324,23.316,0.048,-0.524,0.052,2458459.4277,.0208,,,2.341535,0.080119,2154.31,73.79,5.07,3.19,,,,,,,,,5.19,.09,,,,,,,,,,,,,,,,,,,193.768,1.6025,5987,126.852,4.45976,.0805729,1.02387,.0487714,2021-06-02 03:25:30,steuer,,97400,"Found with our in-house single transit finder"
229138584,229138584.01,3356.01,,,,,,,,PC,,12.1289,0.006,25.719671,-48.78843,18.304,0.037,25.095,0.037,2458353.0742,.0051,2.91155,0.00043,1.264533,,1164,,0.138,0.01,86.03,.96,.44,.17,.033,.003,6.29,.26,5.25,.78,,,,,,,.56,.25,,,,,,,,,,,495.996,7.237,5513.37,118.046,4.09712,.0797635,1.45834,.0783568,2020-08-10 07:20:18,montalto,,29493,"new CTOI, Montalto et al. (2020)"
229400092,229400092.01,1826.01,,,,,,,,PC,,11.2086,0.006,292.458821,62.529189,20.957,0.046,-6.056,0.043,2458684.8111,,4.1421,,11.876444,,10879,,2.203,,,,,,,,,,13.17,,,,,,,,,,,,,,,,,,,,265.471,1.367,5592,125.216,4.3068,.0819919,1.15614,.058794,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
229446477,229446477.01,,,,,,,,,PC,,12.8563,0.007,293.905553,60.984164,14.156,0.037,42.015,0.027,2458683.9204,,0.6581,,4.636206,,4261,,1.21,,,,,,,,,,6.63,,,,,,,,,,,,,,,,,,,,496.092,3.916,5883,124.969,4.53034,.0813577,.930152,.0453316,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
229480555,229480555.01,,,,,,,,,PC,,12.7782,0.008,295.45515,65.911906,-6.451,0.086,-3.126,0.09,2458693.2088,,11.8781,,11.872053,,10875,,3.217,,,,,,,,,,17.88,,,,,,,,,,,,,,,,,,,,788.476,32.9135,5899,128.815,4.07544,.0859128,1.57039,.10653,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
229487733,229487733.01,,,,,,,,,PC,,10.6484,0.006,296.14019,62.612281,-7.729,0.048,7.882,0.04,2459027.25,.01,13.3383,,1.684197,0.054288,1550,50,6.5,0.1,,,,,.0394,.0007,,,4.18,.07,,,,,,,,,.1081,44,,,,,,,,,164.729,.6425,5435,125.512,4.43875,.080379,.972889,.0517085,2020-08-10 00:43:19,deen,,29251,"26 full transits"
229490898,229490898.01,1872.01,,,,,,,,PC,,11.9414,0.006,296.257303,64.791904,-5.967,1.381,-9.382,1.381,2458683.4705,,2.235,,3.341604,,3073,,2.501,,,,,,,,,,9.53,,,,,,,,,,,,,,,,,,,,608.57,,6704,,,,1.57414,,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
229503517,229503517.01,,,,,,,,,PC,,12.078,0.007,296.882934,61.166506,-5.301,0.041,-7.277,0.045,2458686.3862,,3.9737,,7.800742,,7159,,4.807,,,,,,,,,,13.85,,,,,,,,,,,,,,,,,,,,646.039,9.4155,6477,126.127,4.20728,.0882298,1.49858,.0663467,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
229556468,229556468.01,,,,,,,,,PC,,10.0722,0.006,239.229858,19.79225,-106.864,0.044,35.395,0.044,2458988.19,.02,,,1.194967,0.108579,1100,100,8.2,0.5,,,,,,,,,3.16,.15,,,,,,,,,,,,,,,,,,,99.9593,.39025,5078,124.921,4.48699,.0864075,.871466,.0530653,2020-08-10 01:08:19,deen,,29252,"single transit (nominal period: 120 days)"
229556468,229556468.02,,,,,,,,,PC,,10.0722,0.006,239.229858,19.79225,-106.864,0.044,35.395,0.044,2459001.49,.02,,,1.194967,0.217169,1100,200,6,0.4,,,,,,,,,3.16,.31,,,,,,,,,,,,,,,,,,,99.9593,.39025,5078,124.921,4.48699,.0864075,.871466,.0530653,2020-08-10 01:13:17,deen,,29254,"single transit (nominal period: 50 days)"
229573730,229573730.01,,,,,,,,,PC,,15.2714,0.009,240.525769,20.414064,-35.991,0.136,9.666,0.133,2458957.25969232,.0013276,1.31634993,0.00012407,132.789052,14.493166,115120,13260,1.513,0.029,,,.266,.149,.30727,.01478,8.49,.11,15.37,.89,,,,,,,,,,,,,,,,,,,208.073,4.395,3118,157,4.77415,.00866686,.45829,.0155213,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,PMS?,2.1e+07yr,MissingRot?. Rp=(1.23-1.53)Rj. b=0.00-0.49 (3-97HDI)."
229581160,229581160.01,4452.01,,,,,,,,PC,,13.5167,0.006,270.165725,72.939501,0.475,0.03,4.02,0.033,2458685.894663,,3.414884,,13.696711,,12535.9,,2.7227,,,,.799,,.11197,,,,13.819513655175427,,,,,,,,,,,,,,,,,,,,718.574,8.544,5480,122,4.31394,,1.13032,,2021-02-08 16:07:01,olmschenk,,94015,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
229586455,229586455.01,1887.01,,,,,,,,PC,,12.2415,0.006,271.368524,75.145628,-34.046,0.029,88.331,0.038,2458685.2016,,2.1999,,1.358019,,1250,,1.593,,,,,,,,,,2.73,,,,,,,,,,,,,,,,,,,,138.272,.32,4176,123.75,4.5557,.106751,.705729,.0664121,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
